web-scraper-order,web-scraper-start-url,Pagination,Link,Link-href,Brand,Model,Price,Mileage,transmission,Buildyear,fuel type,power,seller,condition,doors,chairs,driveline,apk
"1654879461-410","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=10","BMW 140 M140i Centennial High ExecutiveBochtverlichting, Alarm, Airbag passagier, Sportstoelen, Getinte ramen, Schakelflippers, Traction Control, Centrale deurvergrendeling met afstandsbediening","https://www.autoscout24.nl/aanbod/bmw-140-m140i-centennial-high-executive-benzine-grijs-d67db687-38f6-46a1-a38c-62accb3f59b1","BMW","140","€ 34.950,-","66.223 km","Automatisch","11/2016","Benzine","250 kW (340 PK)","Autobedrijf","Gebruikt","5","5","Achter","11/2022"
"1654878205-295","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=4","Mercedes-Benz GLE 63 AMG GLE 63 AMG COUPE VOLL. HISTORIESportonderstel, 4x4, Sportstoelen, LED verlichting, Airbag passagier, Lichtmetalen velgen, Airbag bestuurder, Bandenspanningscontrolesysteem","https://www.autoscout24.nl/aanbod/mercedes-benz-gle-63-amg-gle-63-amg-coupe-voll-historie-benzine-zwart-cd577901-9f41-4dc9-b2f0-f29774c9b4e6","Mercedes-Benz","GLE 63 AMG","€ 73.450,-","93.959 km","Automatisch","06/2017","Benzine","410 kW (557 PK)","Autobedrijf","Gebruikt","5","5","4x4","11/2023"
"1654879358-400","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=10","Audi A1 1.4 TFSI Ambition | AUTOMAAT | AIRCO | STOELVERWARSportstoelen, Sportonderstel, Hill-Hold Control, CD, Start/Stop-systeem, Airconditioning, Centrale vergrendeling, Traction Control","https://www.autoscout24.nl/aanbod/audi-a1-1-4-tfsi-ambition-automaat-airco-stoelverwar-benzine-zwart-9d0a2670-30a0-46a3-9737-7c29f44d582f","Audi","A1","€ 9.995,-","162.008 km","Automatisch","01/2011","Benzine","90 kW (122 PK)","Autobedrijf","Gebruikt","3","4","Voor","Nieuw"
"1654881643-609","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=20","Volvo V60 2.4 D6 Twin Engine Momentum | Automaat | INCL. BTW| INCL. BTW | Leer | Stoelverw. | PDC V+A | Keyless | L","https://www.autoscout24.nl/aanbod/volvo-v60-2-4-d6-twin-engine-momentum-automaat-incl-btw-elektro-diesel-zwart-c7b69f13-b3c7-4409-8713-a6ca10505e36","Volvo","V60","€ 25.250,-1","93.099 km","Automatisch","04/2016","Elektro/Diesel","-","Autobedrijf","Gebruikt","5","5","4x4","09/2022"
"1654879710-433","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=11","BMW M4 Coupé CS | Adaptief M-Onderstel | Alcantara M SporElektrische stoelverstelling, Digitale radio-ontvangst, Airbag passagier, Televisie, Grootlichtassistent, Sportstoelen, Regensensor, Zij-airbags","https://www.autoscout24.nl/aanbod/bmw-m4-coupe-cs-adaptief-m-onderstel-alcantara-m-spor-benzine-blauw-ab030ae8-36d0-4794-9eab-edd35daed5bd","BMW","M4","€ 84.880,-","67.533 km","Automatisch","01/2018","Benzine","338 kW (460 PK)","Autobedrijf","Gebruikt","2","4","Achter","null"
"1654878642-335","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=6","Audi A6 Avant 3.0 TDI BiT Quattro Competition Panoramadak,Familiebedrijf met meer dan 45 jaar ervaring","https://www.autoscout24.nl/aanbod/audi-a6-avant-3-0-tdi-bit-quattro-competition-panoramadak-diesel-zwart-f84ae095-9852-4f65-9063-634a5f09c2d9","Audi","A6","€ 34.950,-","179.874 km","Automatisch","03/2015","Diesel","241 kW (328 PK)","Autobedrijf","Gebruikt","5","5","4x4","05/2023"
"1654878921-360","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=8","Mercedes-Benz SLK 55 AMG V8 | Airscarf | Nappa | Harman-Kardon | Memory","https://www.autoscout24.nl/aanbod/mercedes-benz-slk-55-amg-v8-airscarf-nappa-harman-kardon-memory-benzine-wit-91d50b86-256f-4dac-9257-d04643cd72fc","Mercedes-Benz","SLK 55 AMG","null","82.935 km","Automatisch","02/2014","Benzine","310 kW (421 PK)","Autobedrijf","Gebruikt","2","2","Achter","Nieuw"
"1654878237-298","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=4","Ferrari 456 GT V12 442pk Zilver F116 CLA","https://www.autoscout24.nl/aanbod/ferrari-456-gt-v12-442pk-zilver-f116-cla-benzine-zilver-377b8576-ac91-4b8f-ae87-1afd108c9eaa","Ferrari","456","€ 59.900,-","72.606 km","Automatisch","03/1997","Benzine","325 kW (442 PK)","Autobedrijf","Gebruikt","2","4","Achter","null"
"1654877782-256","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=2","Nissan Skyline R33GTR 770HP video avaliable on youtube engine 300","https://www.autoscout24.nl/aanbod/nissan-skyline-r33gtr-770hp-video-avaliable-on-youtube-engine-300-benzine-0c9c648f-1ae0-47ae-be17-0d9e25423f3b","Nissan","Skyline","€ 69.950,-","148.461 km","Handgeschakeld","01/1996","Benzine","570 kW (775 PK)","Autobedrijf","Gebruikt","2","null","null","Nieuw"
"1654878745-344","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=7","Audi A3 Sportback (incl. BTW) 1.4 e-tron 204pk S-Line PrivBandenspanningscontrolesysteem, Airbag passagier, LED verlichting, Elektrisch verstelbare buitenspiegels, Zij-airbags, Lane Departure Warning Systeem, Getinte ramen, Grootlichtassistent","https://www.autoscout24.nl/aanbod/audi-a3-sportback-incl-btw-1-4-e-tron-204pk-s-line-priv-elektro-benzine-blauw-a1d39d2c-c6b8-4d3b-91c2-9b6acde49f08","Audi","A3","€ 23.949,-1","120.783 km","Automatisch","10/2016","Elektro/Benzine","150 kW (204 PK)","Autobedrijf","Gebruikt","5","5","Voor","Nieuw"
"1654878040-279","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=4","Rolls-Royce Silver Spirit 6.8 / Origineel Nederlands geleverde Rolls Royce /","https://www.autoscout24.nl/aanbod/rolls-royce-silver-spirit-6-8-origineel-nederlands-geleverde-rolls-royce-benzine-39390b98-e73e-4221-98c1-cecaa0c399d8","Rolls-Royce","Silver Spirit","€ 21.950,-","231.397 km","Automatisch","11/1985","Benzine","179 kW (243 PK)","Autobedrijf","Oldtimer","4","null","Achter","05/2024"
"1654878932-361","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=8","Ford Falcon FUTURA SPRINT","https://www.autoscout24.nl/aanbod/ford-falcon-futura-sprint-benzine-rood-226c47b2-fc3b-4b78-a371-364aff3772db","Ford","Falcon","€ 79.000,-","56.604 km","Handgeschakeld","06/1965","Benzine","300 kW (408 PK)","Autobedrijf","Gebruikt","2","null","null","Nieuw"
"1654877823-259","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=3","Mitsubishi Lancer EVO 9 GSR4x4, Pechset, Spoiler, Wind deflector, Airconditioning, Aanraakscherm, Armsteun, Bluetooth","https://www.autoscout24.nl/aanbod/mitsubishi-lancer-evo-9-gsr-benzine-rood-16c5f76d-2cca-415d-b392-4cf358814506","Mitsubishi","Lancer","€ 38.500,-","69.000 km","Handgeschakeld","03/2005","Benzine","257 kW (349 PK)","Particulier","Gebruikt","4","5","4x4","null"
"1654879855-446","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=12","Audi Q8 55 TFSI e quattro 23"", PANO, B&O, TOURLuchtvering, Stoelventilatie, Bochtverlichting, Head-up display, Panorama dak, Stuurwielverwarming, Verkeersbordherkenning, Trekhaak","https://www.autoscout24.nl/aanbod/audi-q8-55-tfsi-e-quattro-23-pano-b-o-tour-elektro-benzine-zwart-58333a62-90cc-4eb8-933b-65f4495d2be2","Audi","Q8","€ 140.800,-1","156 km","Automatisch","04/2022","Elektro/Benzine","280 kW (381 PK)","Autobedrijf","Gebruikt","5","5","4x4","null"
"1654877875-264","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=3","Mercedes-Benz SL 55 AMG 501PK Cabrio | Xenon | Leder | Hardtop | YoungtimeNavigatiesysteem, Parkeerhulp achter, Spoiler, Regensensor, Sportstoelen, Climate Control, Alarm, Adaptieve Cruise Control","https://www.autoscout24.nl/aanbod/mercedes-benz-sl-55-amg-501pk-cabrio-xenon-leder-hardtop-youngtime-benzine-zwart-8557ce96-c7dc-470c-a93c-dffa0282a38d","Mercedes-Benz","SL 55 AMG","€ 33.980,-","92.261 km","Automatisch","09/2003","Benzine","368 kW (500 PK)","Autobedrijf","Gebruikt","2","2","Achter","null"
"1654878434-316","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=5","Mercedes-Benz GLS 580 4MATIC AMG 5+2 Burmester, TV/Entertainment, Trekha","https://www.autoscout24.nl/aanbod/mercedes-benz-gls-580-4matic-amg-5-2-burmester-tv-entertainment-trekha-benzine-zwart-33670b5c-aa5c-43f3-804a-7ecf4f4372ec","Mercedes-Benz","GLS 580","€ 184.950,-1","28.600 km","Automatisch","02/2021","Benzine","360 kW (489 PK)","Autobedrijf","Gebruikt","5","7","4x4","Nieuw"
"1654879369-401","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=10","Mercedes-Benz S 350 DAK LEDER NIGHTVISION VOL!Navigatiesysteem, Elektrische stoelverstelling, Adaptieve Cruise Control, Stuurbekrachtiging, Centrale vergrendeling, Bandenspanningscontrolesysteem, Parkeerhulp voor, Binnenspiegel automatisch dimmend","https://www.autoscout24.nl/aanbod/mercedes-benz-s-350-dak-leder-nightvision-vol-benzine-zwart-c2622b5b-92ca-4131-bcc1-abd0dbf471e8","Mercedes-Benz","S 350","€ 21.950,-","78.489 km","Automatisch","03/2008","Benzine","200 kW (272 PK)","Autobedrijf","Gebruikt","4","null","null","Nieuw"
"1654878776-347","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=7","Mercedes-Benz E 43 AMG 4Matic PANO HEAD UP VOL VOL","https://www.autoscout24.nl/aanbod/mercedes-benz-e-43-amg-4matic-pano-head-up-vol-vol-benzine-zwart-061afd4b-25aa-45a4-9ff8-e302770d8f7f","Mercedes-Benz","E 43 AMG","€ 54.999,-","117.941 km","Automatisch","06/2017","Benzine","295 kW (401 PK)","Autobedrijf","Gebruikt","4","5","4x4","null"
"1654881281-576","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=18","Bentley Continental Flying Spur 6.0 W12/Youngtimer/NL Auto.Open dak, Radio, Startonderbreker, Navigatiesysteem, Stoelverwarming, Regensensor, Bandenspanningscontrolesysteem, Parkeerhulp voor","https://www.autoscout24.nl/aanbod/bentley-continental-flying-spur-6-0-w12-youngtimer-nl-auto-benzine-zwart-f37338f5-137e-4714-ba58-622a033bb47c","Bentley","Continental","€ 46.423,-","87.790 km","Automatisch","01/2006","Benzine","412 kW (560 PK)","Autobedrijf","Gebruikt","4","null","null","Nieuw"
"1654879969-457","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=12","Mercedes-Benz C 350 e Lease Edition(incl. BTW), Automaat, LED, NavigatBandenspanningscontrolesysteem, Navigatiesysteem, Elektrische stoelverstelling, LED dagrijverlichting, Luchtvering, Climate Control, Regensensor, Centrale vergrendeling","https://www.autoscout24.nl/aanbod/mercedes-benz-c-350-e-lease-edition-incl-btw-automaat-led-navigat-elektro-benzine-wit-12381d01-5754-4257-a14b-77a2f0df6aca","Mercedes-Benz","C 350","€ 25.690,-1","81.512 km","Automatisch","12/2016","Elektro/Benzine","155 kW (211 PK)","Autobedrijf","Gebruikt","5","5","Achter","null"
"1654880675-521","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=16","BMW 550 M550i xDrive High Executive VOL! | Massage | Head-Head-up display, Apple CarPlay, Climate Control, Elektrische achterklep, Airbag passagier, Radio, LED verlichting, Bandenspanningscontrolesysteem","https://www.autoscout24.nl/aanbod/bmw-550-m550i-xdrive-high-executive-vol-massage-head-benzine-grijs-674a58f9-d9de-4a4d-8d0c-810844daeb43","BMW","550","€ 57.750,-","118.799 km","Automatisch","05/2017","Benzine","341 kW (464 PK)","Autobedrijf","Gebruikt","4","5","4x4","05/2023"
"1654877760-254","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=2","Mercedes-Benz GLE 53 AMG 4MATIC+ Premium Plus | Rij-Assist + | Track Pace |","https://www.autoscout24.nl/aanbod/mercedes-benz-gle-53-amg-4matic-premium-plus-rij-assist-track-pace-benzine-wit-c136b703-5701-41ff-bb4d-9f68f77a45a6","Mercedes-Benz","GLE 53 AMG","€ 127.850,-1","26.922 km","Automatisch","01/2020","Benzine","320 kW (435 PK)","Autobedrijf","Gebruikt","5","5","4x4","01/2024"
"1654881157-564","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=18","Audi Q8 55 TFSI *S-line*Vierwiel besturing*Massage*Pano*Luchtvering, Sportstoelen, Verkeersbordherkenning, Elektrische achterklep, Dodehoekdetectie, Digitale radio-ontvangst, Geheel digitaal combi-instrument, Keyless Entry","https://www.autoscout24.nl/aanbod/audi-q8-55-tfsi-s-line-vierwiel-besturing-massage-pano-benzine-zwart-c62ecfd9-9907-4a3e-b99b-2d7f69682ba2","Audi","Q8","€ 99.950,-1","67.225 km","Automatisch","06/2019","Benzine","250 kW (340 PK)","Autobedrijf","Gebruikt","5","5","4x4","Nieuw"
"1654878258-299","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=5","MINI Cooper S 1.6Alarm, Elektrisch verstelbare buitenspiegels, Boordcomputer, Startonderbreker, Mistlampen, Traction Control, Radio, Lederen stuurwiel","https://www.autoscout24.nl/aanbod/mini-cooper-s-1-6-benzine-groen-6fc70b10-20a3-40c2-9468-d62cd2041f9b","MINI","Cooper S","€ 3.450,-","285.006 km","Handgeschakeld","09/2003","Benzine","121 kW (165 PK)","Autobedrijf","Gebruikt","3","4","Voor","03/2023"
"1654881333-580","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=19","BMW Z4 3.0si COUPE e86Sportstoelen, Lederen stuurwiel, Airconditioning, Mistlampen, Climate Control, Electronic Stability Program, Zij-airbags, Boordcomputer","https://www.autoscout24.nl/aanbod/bmw-z4-3-0si-coupe-e86-benzine-zilver-1a4da1ef-f967-46b0-a1d4-da68201d0efc","BMW","Z4","€ 15.385,-","151.000 km","Handgeschakeld","06/2007","Benzine","195 kW (265 PK)","Particulier","Gebruikt","2","2","Achter","10/2022"
"1654879720-434","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=11","Land Rover Range Rover 4.4 V8 Vogue AUT/Youngtimer/Leder/Schuifdak.Lederen stuurwiel, Televisie, Navigatiesysteem, Open dak","https://www.autoscout24.nl/aanbod/land-rover-range-rover-4-4-v8-vogue-aut-youngtimer-leder-schuifdak-benzine-grijs-426839a2-4248-4394-af78-99b302f25d0f","Land Rover","Range Rover","€ 14.445,-","186.845 km","Automatisch","09/2004","Benzine","210 kW (286 PK)","Autobedrijf","Gebruikt","5","null","null","Nieuw"
"1654877885-265","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=3","Mercedes-Benz S 450 4Matic AMG / Premium Plus / Widescreen / Head Up /","https://www.autoscout24.nl/aanbod/mercedes-benz-s-450-4matic-amg-premium-plus-widescreen-head-up-benzine-grijs-4953ed1f-ffef-4bbf-acaa-982b8d15bdb0","Mercedes-Benz","S 450","€ 82.950,-","56.562 km","Automatisch","04/2018","Benzine","270 kW (367 PK)","Autobedrijf","Gebruikt","4","5","4x4","04/2024"
"1654881178-566","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=18","Toyota Yaris Cross 1.5 Hybrid Luxury | Stuurverwarming | Blind Spot M","https://www.autoscout24.nl/aanbod/toyota-yaris-cross-1-5-hybrid-luxury-stuurverwarming-blind-spot-m-elektro-benzine-zwart-954a7290-b2b4-4724-8b8c-800f55e49e20","Toyota","Yaris Cross","€ 34.950,-1","14 km","Automatisch","04/2022","Elektro/Benzine","-","Autobedrijf","Gebruikt","5","5","Voor","null"
"1654880497-505","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=15","Land Rover Range Rover 5.0 V8 510 PK Supercharged NL AutoStuurwielverwarming, Parkeerhulp met camera, Electronic Stability Program, Start/Stop-systeem, Open dak, Navigatiesysteem, Regensensor, Elektrische ramen","https://www.autoscout24.nl/aanbod/land-rover-range-rover-5-0-v8-510-pk-supercharged-nl-auto-benzine-zwart-7132922e-d6b7-49cd-a5bb-218080d8bd74","Land Rover","Range Rover","€ 41.950,-","127.849 km","Automatisch","11/2010","Benzine","375 kW (510 PK)","Autobedrijf","Gebruikt","5","5","4x4","Nieuw"
"1654880135-472","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=13","Jaguar F-Type 5.0 V8 SVR / AWD/ Automaat / Panoramadak / NavigatClimate Control, Stuurwielverwarming, Sportonderstel, Elektrische stoelverstelling, Electronic Stability Program, Panorama dak, Airbag bestuurder, LED verlichting","https://www.autoscout24.nl/aanbod/jaguar-f-type-5-0-v8-svr-awd-automaat-panoramadak-navigat-benzine-grijs-2105438e-0d34-4fef-b57c-ceac9654f979","Jaguar","F-Type","€ 107.950,-","36.529 km","Automatisch","01/2018","Benzine","423 kW (575 PK)","Autobedrijf","Gebruikt","3","2","4x4","Nieuw"
"1654881488-595","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=19","Volkswagen Golf 2.0 TDI GTD 184pk ACC Navi Full-Led Trekhaak (1600Sportonderstel, Parkeerhulp voor, Sportstoelen, Lederen stuurwiel, Adaptieve Cruise Control, Climate Control, Lichtmetalen velgen, Vermoeidheidsdetectie","https://www.autoscout24.nl/aanbod/volkswagen-golf-2-0-tdi-gtd-184pk-acc-navi-full-led-trekhaak-1600-diesel-zwart-97f5ccb7-0b52-4be9-b704-00ff5e03f71c","Volkswagen","Golf","null","159.000 km","Handgeschakeld","01/2014","Diesel","135 kW (184 PK)","Autobedrijf","Gebruikt","5","5","Voor","null"
"1654881612-606","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=20","Mazda CX-5 2.0 165pk Skylease 2WD | TrekhaakNavigatiesysteem, Cruise Control, Regensensor, Climate Control, Hill-Hold Control, Bandenspanningscontrolesysteem, Bluetooth, Multifunctioneel stuurwiel","https://www.autoscout24.nl/aanbod/mazda-cx-5-2-0-165pk-skylease-2wd-trekhaak-benzine-wit-a1d8bf43-df33-40fb-bfde-2a42e95653c7","Mazda","CX-5","€ 16.950,-","132.006 km","Handgeschakeld","04/2014","Benzine","121 kW (165 PK)","Autobedrijf","Gebruikt","5","5","null","04/2023"
"1654878413-314","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=5","BMW M5 Touring *Head-Up*Historie*Nieuwstaat!*Head-up display, Climate Control, Bandenspanningscontrolesysteem, Parkeerhulp achter, Dakrails, Parkeerhulp voor, Centrale vergrendeling, Navigatiesysteem","https://www.autoscout24.nl/aanbod/bmw-m5-touring-head-up-historie-nieuwstaat-benzine-blauw-68803444-1816-4cb2-a087-6c37f6a322eb","BMW","M5","€ 61.950,-","78.952 km","Automatisch","06/2008","Benzine","374 kW (508 PK)","Autobedrijf","Gebruikt","5","5","Achter","Nieuw"
"1654878983-366","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=8","Audi A6 Avant 3.0 TDI BiT quattro Competition / AUTOMAAT /Panorama dak, Elektrische achterklep, Stoelverwarming, Elektrische stoelverstelling, ABS, 4x4, Schakelflippers, Keyless Entry","https://www.autoscout24.nl/aanbod/audi-a6-avant-3-0-tdi-bit-quattro-competition-automaat-diesel-zwart-e942372e-74eb-4778-9e61-8e4816924b65","Audi","A6","€ 41.999,-","106.136 km","Automatisch","03/2017","Diesel","241 kW (328 PK)","Autobedrijf","Gebruikt","5","5","4x4","04/2023"
"1654877606-239","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=1","https://www.autoscout24.nl/lst?sort=standard&desc=0&ustate=N%2CU&atype=C&cy=NL&search_id=15gb7hvjo9k&page=2","Audi A8 4.0 TFSI 520PK S8 QUATTRO PRO LINE+ | KERAMISCHE RClimate Control, Parkeerhulp met camera, Alarm, Stoelverwarming, Keyless Entry, Radio, Grootlichtassistent, Verblindingsvrij grootlicht","https://www.autoscout24.nl/aanbod/audi-a8-4-0-tfsi-520pk-s8-quattro-pro-line-keramische-r-benzine-bruin-aebce3a9-9fc7-4855-b5a8-ee9ed0bb40d5","Audi","A8","€ 43.900,-","150.683 km","Automatisch","04/2015","Benzine","382 kW (519 PK)","Autobedrijf","Gebruikt","4","5","4x4","11/2023"
